TMDb ID,IMDb ID,Name on IMDb,Birth Name,Spouse Name,Spouse IMDb
1431721,nm0252268,Carl Ekberg,Carl Whitworth Ekberg,Carl Ekberg,Not Found
1431722,nm0683354,Jay Pilcher, Not Found , Not Found ,Not Found
1431742,nm0656715,Jean Paige,Lucile Beatrice O'Hair,Albert E. Smith,/name/nm0807236?ref_=nmbio_sp_1
1431745,nm0371662,A.R. Haysel,Arthur Richard Haysel,A.R. Haysel,/name/nm0807236?ref_=nmbio_sp_1
1431758,nm1077200,P.H. Levy, Not Found , Not Found ,Not Found
1431833,nm0168582,J.W. Cody,Joseph DeCorti,J.W. Cody,Not Found
1431835,nm0427939,Disley Jones,Clifford Jones,Disley Jones,Not Found
1431970,nm0870348,Joseph R. Tozer,Joseph Rose Tozer,Joseph R. Tozer,Not Found
1432021,nm0899179,Gail Viola, Not Found , Not Found ,Not Found
1432028,nm0931101,Kurt Williams, Not Found , Not Found ,Not Found
1432042,nm0025346,Kokayi Ampah, Not Found , Not Found ,Not Found
1432044,nm1645716,Micky Froehlich, Not Found , Not Found ,Not Found
1432086,nm0406308,Robert Iannaccone, Not Found , Not Found ,Not Found
1432102,nm0238062,Ted Driscoll, Not Found , Not Found ,Not Found
1432108,nm2222296,John Stewart, Not Found , Not Found ,Not Found
1432109,nm0426256,Stanley E. Johnson, Not Found , Not Found ,Not Found
1432114,nm0143427,Gertrude Casey, Not Found , Not Found ,Not Found
1432115,nm0680164,Louis Phillipi, Not Found , Not Found ,Not Found
1432116,nm0214111,Eldon Dedini,Eldon Lawrence Dedini,Virginia Conroy,Not Found
1432117,nm0045542,Jack Bachom, Not Found , Not Found ,Not Found
1432391,nm0824275,Harold J. Steck, Not Found , Not Found ,Not Found
1432392,nm0172213,Chick Collins,John Lawrence Collins,Winifred Farson,Not Found
1432396,nm0255312,Robert Ellsworth, Not Found , Not Found ,Not Found
1432524,nm0593392,Howard M. Mitchell, Not Found ,Mary Land,/name/nm0484355?ref_=nmbio_sp_1
1432526,nm0093942,Gordon Bond, Not Found , Not Found ,Not Found
1432530,nm0364878,John Harris, Not Found , Not Found ,Not Found
1432596,nm0181690,Robert Cory,Robert Norman Cory,Doreen Munroe,/name/nm0613192?ref_=nmbio_sp_1
1432602,nm1396449,Derek Casari, Not Found , Not Found ,Not Found
1432660,nm1806854,Tohda Asuka,Asuka Tohda,Tohda Asuka,Not Found
1432701,nm0772347,Harold Schlickenmayer, Not Found , Not Found ,Not Found
1432794,nm0846510,Hal Taggart,Harold Taggart,Hal Taggart,Not Found
1432798,nm0663300,Bobby Parr,Robert Parrin,Bobby Parr,Not Found
1432800,nm0696307,Lynn Pressman-Raymond,Lynn Rambach,Michael Raymond,Not Found
1432886,nm0737500,Robert Rohdie, Not Found , Not Found ,Not Found
1432956,nm0546060,Alexandre Marcus, Not Found , Not Found ,Not Found
1433008,nm0440434,Marfa Kassatskaya, Not Found , Not Found ,Not Found
1433019,nm0665502,John Paterson, Not Found , Not Found ,Not Found
1433021,nm5633847,Emma Elle Paterson, Not Found , Not Found ,Not Found
1433051,nm0139303,Chris Carpenter, Not Found , Not Found ,Not Found
1433182,nm0427976,Drew Jones, Not Found , Not Found ,Not Found
1433208,nm0722479,Leah Rhodes, Not Found ,James Glasier,Not Found
1433213,nm0494420,Mike Le Mare,Michael John Le-Mare,Varda Ohana,Not Found
1433222,nm0141220,Dave Carson, Not Found , Not Found ,Not Found
1433316,nm0933872,Micky Wilson, Not Found , Not Found ,Not Found
1433367,nm0125059,Michael Butler, Not Found , Not Found ,Not Found
1433378,nm0134681,Sam Cantor, Not Found , Not Found ,Not Found
1433425,nm0241327,Suzanne Dulier, Not Found , Not Found ,Not Found
1433439,nm0852089,Carlie Taylor,Charles J. Taylor,Carlie Taylor,Not Found
1433453,nm0062656,Paul Baxley, Not Found , Not Found ,Not Found
1433458,nm0449593,Hubie Kerns,Hubert Kerns,Dorismae Galovic,Not Found
1433705,nm0075204,Carl Beringer, Not Found , Not Found ,Not Found
1433711,nm0647902,Erik Olson, Not Found , Not Found ,Not Found
1433718,nm0221947,Matthew Dettmann, Not Found , Not Found ,Not Found
1433721,nm0348968,Dana Gustafson, Not Found , Not Found ,Not Found
1433742,nm1064040,Greg ten Bosch, Not Found ,Aydrea Walden,/name/nm1509546?ref_=nmbio_sp_1
1433743,nm0475167,Douglas Kunin, Not Found , Not Found ,Not Found
1433814,nm0382462,Vicki Hiatt, Not Found , Not Found ,Not Found
1433861,nm0676864,Karen Petersen,Carola Prozesky,Karen Petersen,Not Found
1433893,nm0894488,Maguy Vernadet, Not Found , Not Found ,Not Found
1433917,nm0255585,Lu Elrod,Elizabeth Louella Elrod,Lu Elrod,Not Found
1433944,nm0491981,Ken Lavet, Not Found , Not Found ,Not Found
1433965,nm0319756,Louis Gimel, Not Found , Not Found ,Not Found
1433998,nm0629100,Thi-Loan Nguyen, Not Found , Not Found ,Not Found
1434006,nm0675428,Carol Pershing, Not Found , Not Found ,Not Found
1434159,nm1014594,Jan Citron, Not Found , Not Found ,Not Found
1434205,nm0800434,Anthony Simonaitis, Not Found , Not Found ,Not Found
1434210,nm0663524,Dennis J. Parrish,Dennis James Parrish,Dennis J. Parrish,Not Found
1434214,nm0325695,Jerelyn J. Harding, Not Found , Not Found ,Not Found
1434225,nm0189346,Kate Crossley, Not Found , Not Found ,Not Found
1434259,nm0539381,Susan Malerstein-Watkins, Not Found ,David H. Watkins,/name/nm1023677?ref_=nmbio_sp_1
1434261,nm0732823,Ky Robinson, Not Found , Not Found ,Not Found
1434274,nm0560105,Marilyn Matthews, Not Found , Not Found ,Not Found
1434289,nm0574237,Jim McPherson, Not Found , Not Found ,Not Found
1434291,nm0060824,Victory Bateman, Not Found ,George Cleveland,/name/nm0166477?ref_=nmbio_sp_1
1434451,nm0568393,James McElhern, Not Found ,Rose Standish,Not Found
1434452,nm1778459,T.C. Hepworth, Not Found , Not Found ,Not Found
1434484,nm1779047,Claude Whitten,Claude Alfred Vernon Whittan,Chrissie White,/name/nm0924613?ref_=nmbio_sp_1
1434565,nm0303293,Robert 'Rock' Galotti, Not Found , Not Found ,Not Found
1434566,nm1018902,Joel Sevilla, Not Found , Not Found ,Not Found
1434599,nm0235660,Donald Dowd, Not Found , Not Found ,Not Found
1434602,nm0810750,Brian Smyj, Not Found ,Stephanie Stokes,/name/nm1133996?ref_=nmbio_sp_1
1434603,nm0137338,Alexander Carle, Not Found , Not Found ,Not Found
1434604,nm0675290,Shari Perry, Not Found ,Franklin T. Perry,/name/nm0675070?ref_=nmbio_sp_1
1434606,nm3212332,Donna Richards, Not Found , Not Found ,Not Found
1434607,nm3212010,Michael Eschger, Not Found , Not Found ,Not Found
1434608,nm0058176,Tighe Barry, Not Found , Not Found ,Not Found
1434609,nm0196590,Wayne Daddio, Not Found , Not Found ,Not Found
1434610,nm0466412,Stella Juzefczyk Kornbacher, Not Found , Not Found ,Not Found
1434611,nm2039264,Susan F. O'Conor, Not Found , Not Found ,Not Found
1434612,nm3211232,Missy Vivenzio, Not Found , Not Found ,Not Found
1434614,nm0921579,Brett Wert, Not Found , Not Found ,Not Found
1434615,nm3212812,Elma Glutz, Not Found , Not Found ,Not Found
1434616,nm0389827,Bradford L. Hohle, Not Found , Not Found ,Not Found
1434617,nm0913015,Robert S. Warren, Not Found , Not Found ,Not Found
1434618,nm1345214,Joe Gillis,Joseph Wayne Gillis,Joe Gillis,Not Found
1434621,nm0885910,Bill Van Daalen, Not Found , Not Found ,Not Found
1434624,nm0878087,Daniel L. Turrett, Not Found , Not Found ,Not Found
1434625,nm0415157,Laureen Jacques, Not Found , Not Found ,Not Found
1434626,nm0442435,Lisa Kauppi, Not Found , Not Found ,Not Found
1434627,nm0650350,John Ornstein, Not Found , Not Found ,Not Found
1434628,nm0842143,Kay Sweeney, Not Found , Not Found ,Not Found
1434629,nm0173012,Christopher Colombi Jr., Not Found , Not Found ,Not Found
1434630,nm0439785,Victoria Karnafel, Not Found , Not Found ,Not Found
1434631,nm0769137,Jack Scardino, Not Found , Not Found ,Not Found
1434632,nm0834671,Joe Strnad, Not Found , Not Found ,Not Found
1434637,nm0866784,Helen Tomko, Not Found , Not Found ,Not Found
1434671,nm0443398,Stephanie Kaye, Not Found , Not Found ,Not Found
1434672,nm0201678,Charlene Darrow, Not Found , Not Found ,Not Found
1434673,nm0228365,Jane-Colette Disko, Not Found , Not Found ,Not Found
1434674,nm0938580,Michael Wollet, Not Found , Not Found ,Not Found
1434693,nm0063932,Robert Beard, Not Found , Not Found ,Not Found
1434699,nm0097646,Bill Borzage,William Borzage,Bill Borzage,Not Found
1434750,nm0361783,Carl Harald,Carl-Harald Johansson,Carl Harald,Not Found
1434836,nm0940513,Bill Woods, Not Found , Not Found ,Not Found
1434837,nm0578334,Robin Meloy, Not Found ,John Goldsby,Not Found
1434838,nm0236822,Jodi Draigie, Not Found , Not Found ,Not Found
1434839,nm0234190,Ellen Dorsher, Not Found , Not Found ,Not Found
1434976,nm0402540,Lois Kelso Hunt,Lois Marie Kelso,Lois Kelso Hunt,Not Found
1434978,nm0462332,Jay Koch,Julius Koch Jr.,Sylvia Koch,Not Found
1434979,nm0315654,Charles Gherardi, Not Found , Not Found ,Not Found
1434980,nm0777464,Theo Schwartz, Not Found , Not Found ,Not Found
1434981,nm0058072,Lindsey Whitney Barry, Not Found , Not Found ,Not Found
1434984,nm0506536,Marty Levy, Not Found , Not Found ,Not Found
1434985,nm0083489,Nikki Birdsong, Not Found , Not Found ,Not Found
1434986,nm0266805,Junior Fann, Not Found , Not Found ,Not Found
1434987,nm0403034,Shaun Hunter, Not Found , Not Found ,Not Found
1434988,nm0140231,Tamara Carrera, Not Found , Not Found ,Not Found
1434990,nm0113822,Jennifer Brown, Not Found , Not Found ,Not Found
1434991,nm0143632,Irina Cashen, Not Found , Not Found ,Not Found
1434992,nm0338611,Angela Greenblatt, Not Found , Not Found ,Not Found
1434994,nm0600990,Cameron Moore, Not Found , Not Found ,Not Found
1435012,nm0818942,Justin Mosley Spink, Not Found , Not Found ,Not Found
1435015,nm0187022,Paul Crawley,Paul Roe Crawley,Paul Crawley,Not Found
1435037,nm1910585,Charlie Levi Leroy, Not Found , Not Found ,Not Found
1435047,nm0325466,Max Golden, Not Found , Not Found ,Not Found
1435060,nm0904055,Robert Vreeland, Not Found ,Wilma J.,Not Found
1435061,nm4898323,Todd Blood, Not Found , Not Found ,Not Found
1435062,nm0003800,Sean Michael Fish, Not Found , Not Found ,Not Found
1435071,nm1192320,Annette May, Not Found , Not Found ,Not Found
1435080,nm0590114,Michael Mills, Not Found , Not Found ,Not Found
1435119,nm0352365,Dorothy Hack,Dorothy Hackenjos,Stephen Burnette,/name/nm0122437?ref_=nmbio_sp_1
1435120,nm0246229,Joe Dzizmba, Not Found , Not Found ,Not Found
1435121,nm0465766,Stephen Kopestonsky, Not Found , Not Found ,Not Found
1435124,nm0118236,John F. Buchmelter III, Not Found , Not Found ,Not Found
1435133,nm0222903,Frank Devore, Not Found , Not Found ,Not Found
1435135,nm0065603,Tom Becker, Not Found , Not Found ,Not Found
1435136,nm0465077,Lynn Kongkham, Not Found , Not Found ,Not Found
1435138,nm0863813,Nongnuj Timruang, Not Found , Not Found ,Not Found
1435141,nm0659971,Po Pao Pee, Not Found , Not Found ,Not Found
1435144,nm0123189,Dale Burroughs, Not Found , Not Found ,Not Found
1435145,nm0382930,Parris Hicks, Not Found , Not Found ,Not Found
1435146,nm0610795,Samui Muang-Intata, Not Found , Not Found ,Not Found
1435147,nm0171555,Sapox Colisium, Not Found , Not Found ,Not Found
1435148,nm0936113,Vitoon Winwitoon, Not Found , Not Found ,Not Found
1435149,nm0784299,Somsak Sengvilai, Not Found , Not Found ,Not Found
1435150,nm0638289,Charan Nusvanon, Not Found , Not Found ,Not Found
1435153,nm0327325,Jiam Gongtongsmoot, Not Found , Not Found ,Not Found
1435154,nm0678946,Chai Peyawan, Not Found , Not Found ,Not Found
1435155,nm0360586,Mana Hansa, Not Found , Not Found ,Not Found
1435156,nm0432414,Sombot Jumpanoi, Not Found , Not Found ,Not Found
1435159,nm0541935,Phip Manee, Not Found , Not Found ,Not Found
1435160,nm0764041,Ding Santos, Not Found , Not Found ,Not Found
1435161,nm0149771,Krieng Chaiyapuk, Not Found , Not Found ,Not Found
1435162,nm0657377,Ot Palapoo, Not Found , Not Found ,Not Found
1435189,nm0536787,Chok Chai Mahasoke, Not Found , Not Found ,Not Found
1435190,nm4743682,Rhet Kidd, Not Found ,Alexis Lemieux,Not Found
1435196,nm0734105,Kyle Rochlin, Not Found , Not Found ,Not Found
1435232,nm6227386,Mike Morrell, Not Found , Not Found ,Not Found
1435298,nm0879125,Simon Tyrrell, Not Found , Not Found ,Not Found
1435312,nm1293128,Yôyô Kojima, Not Found , Not Found ,Not Found
1435427,nm0574979,Terry K. Meade, Not Found , Not Found ,Not Found
1435432,nm0454479,Basil King,William Benjamin King,Esther Foot,Not Found
1435440,nm5331716,Bill Bennett, Not Found , Not Found ,Not Found
1435442,nm3657109,Caitlin Fowler, Not Found , Not Found ,Not Found
1435566,nm5363873,Jada Alexandria Taylor, Not Found , Not Found ,Not Found
1435567,nm0360205,Henry Hanna, Not Found , Not Found ,Not Found
1435570,nm0629698,Ray Nichols,Ralph C. Nichols,Wilma,Not Found
1435575,nm2019895,Yueni Zander, Not Found , Not Found ,Not Found
1435578,nm1015639,Colette Slattery, Not Found , Not Found ,Not Found
1435597,nm0352801,Walt Hadfield, Not Found , Not Found ,Not Found
1435642,nm0741758,Kevin Rose-Williams, Not Found , Not Found ,Not Found
1435643,nm2138271,Martyn Zub, Not Found , Not Found ,Not Found
1435645,nm3611106,Jessie Pariseau, Not Found , Not Found ,Not Found
1435646,nm3305025,Raffaele Apuzzo, Not Found , Not Found ,Not Found
1435655,nm1394282,Andrea Marotti, Not Found , Not Found ,Not Found
1435703,nm0809371,Mike Smith, Not Found , Not Found ,Not Found
1435747,nm1170893,Glynna Grimala, Not Found , Not Found ,Not Found
1435755,nm1263428,Shawn Fitzgibbon, Not Found , Not Found ,Not Found
1435768,nm0147015,George Cave, Not Found ,Louella,Not Found
1435789,nm6811128,Shai Golan, Not Found , Not Found ,Not Found
1435805,nm5898649,Luz Mery Sanchez, Not Found , Not Found ,Not Found
1435827,nm0739115,John Romualdi, Not Found , Not Found ,Not Found
1435832,nm6705568,Jenny Johnson, Not Found , Not Found ,Not Found
1435888,nm2310329,Peter Haydu, Not Found , Not Found ,Not Found
1435917,nm1249651,Field Norton,Henry Field Norton,Field Norton,Not Found
1435919,nm0706650,Günter Raguse, Not Found , Not Found ,Not Found
1435965,nm0064695,Claude Beausoleil, Not Found , Not Found ,Not Found
1436019,nm1087565,April Parker Jones, Not Found ,Joseph J. Jones,Not Found
1436024,nm0608764,Anne Marie Moskovenko, Not Found , Not Found ,Not Found
1436025,nm0688675,Eija Pokkinen, Not Found , Not Found ,Not Found
1436026,nm0201265,Elizabeth Darius, Not Found , Not Found ,Not Found
1436181,nm0200663,Maria Danube, Not Found , Not Found ,Not Found
1436184,nm0110704,Melissa Brockman, Not Found , Not Found ,Not Found
1436189,nm1158239,Jon Bowen, Not Found , Not Found ,Not Found
1436190,nm0580388,Bob Mercier, Not Found , Not Found ,Not Found
1436195,nm0077010,Brian Bernstein, Not Found ,Sarah Boss,/name/nm0098087?ref_=nmbio_sp_1
1436298,nm2101154,Branden Marks, Not Found , Not Found ,Not Found
1436328,nm0189691,Sean Patrick Crowell, Not Found , Not Found ,Not Found
1436363,nm0112146,Matthew Brooks, Not Found , Not Found ,Not Found
1436476,nm0529498,Leo Lähteenmäki,Leo Ludvig Lähteenmäki,Alli Harpola,Not Found
1436525,nm5254629,Phil Herbert, Not Found , Not Found ,Not Found
1436844,nm0314433,Ava Gerlitz, Not Found , Not Found ,Not Found
1437091,nm0717022,Alice Reichen, Not Found , Not Found ,Not Found
1437095,nm0119404,Daisy Bufford,Daisy King,Daisy Bufford,Not Found
1437162,nm0756074,Sally Sage,Sophya Sage,Clifford Hutchison,Not Found
1437191,nm5365161,Jonathan Collard, Not Found , Not Found ,Not Found
1437212,nm1807705,David Larson, Not Found , Not Found ,Not Found
1437213,nm0101826,Kathryn Boyd,Katherine Althea Boyd,Abraham L. Roach,Not Found
1437214,nm0209619,Boise De Legge, Not Found , Not Found ,Not Found
1437215,nm0686929,Harold Platts, Not Found , Not Found ,Not Found
1437216,nm0200016,Lions Daniels, Not Found , Not Found ,Not Found
1437217,nm0173436,George Colvin, Not Found , Not Found ,Not Found
1437219,nm0430175,Sam Jordan, Not Found , Not Found ,Not Found
1437222,nm0113465,R.L. Brown, Not Found , Not Found ,Not Found
1437273,nm0276287,Juanita Fields, Not Found , Not Found ,Not Found
1437274,nm0267693,William A. Farley, Not Found , Not Found ,Not Found
1437276,nm0047184,Charles Bailey, Not Found , Not Found ,Not Found
1437277,nm0918237,Josh Weiner, Not Found , Not Found ,Not Found
1437288,nm0548824,Eugene Marks,Eugene Robert Marks,Eugene Marks,Not Found
1437289,nm0137173,Mario Carillo,Count Mario Caracciolo,Mario Carillo,Not Found
1437305,nm0369956,Mary Hawes,Florence Mary Hawes,Mary Hawes,Not Found
1437464,nm0032337,Michael Applebaum, Not Found , Not Found ,Not Found
1437471,nm0446450,James Kelly, Not Found , Not Found ,Not Found
1437620,nm0469838,Don Kranze, Not Found , Not Found ,Not Found
1437637,nm0243038,Peta Dunstall, Not Found , Not Found ,Not Found
1437860,nm1778194,Bretteau, Not Found , Not Found ,Not Found
1437861,nm0954676,Mel Zelniker, Not Found , Not Found ,Not Found
1437916,nm0191051,Cliff Cudney, Not Found , Not Found ,Not Found
1437917,nm1741817,The Rhythm Boys, Not Found , Not Found ,Not Found
1437920,nm0157605,George Chiles,George Hamilton Chiles,George Chiles,Not Found
1437923,nm0504102,Frank Leslie, Not Found , Not Found ,Not Found
1437924,nm0635433,Al Norman,Samuel Newman,Al Norman,Not Found
1437926,nm0142040,Jacques Cartier, Not Found , Not Found ,Not Found
1437928,nm0823841,Marion Stadler,Marion Eleanor Stadler,Don Rose,/name/nm0741347?ref_=nmbio_sp_1
1437930,nm0741347,Don Rose,Donald Crowne Rose,Don Rose,/name/nm0741347?ref_=nmbio_sp_1
1438014,nm1986475,The Radio City Rockettes, Not Found , Not Found ,Not Found
1438123,nm0922068,Ford West, Not Found ,May Milloy,/name/nm0589868?ref_=nmbio_sp_1
1438131,nm0316960,Florence Gibson, Not Found , Not Found ,Not Found
1438132,nm1290032,Evelyn Page, Not Found , Not Found ,Not Found
1438153,nm0694131,Hazel Powell, Not Found , Not Found ,Not Found
1438159,nm0330585,Sadie Gordon, Not Found , Not Found ,Not Found
1438161,nm1110244,Della Mullady, Not Found ,Thomas H. King,Not Found
1438162,nm4360921,Jane Blyler,Martha Jane Greene,James Blyler,Not Found
1438163,nm2106110,Corinne Bradford, Not Found , Not Found ,Not Found
1438164,nm4361025,Florence Brewster, Not Found , Not Found ,Not Found
1438165,nm0166741,Harry Clifton, Not Found , Not Found ,Not Found
1438166,nm4360858,Genevieve Cunningham, Not Found , Not Found ,Not Found
1438167,nm0357468,Max Hamburger, Not Found , Not Found ,Not Found
1438168,nm0365582,Estelle Harrison, Not Found , Not Found ,Not Found
1438169,nm0489961,Maynard Laswell, Not Found , Not Found ,Not Found
1438170,nm0528887,Chris Lynton, Not Found , Not Found ,Not Found
1438171,nm0565414,M.J. McCarthy, Not Found , Not Found ,Not Found
1438172,nm4361049,Cliff Thomas, Not Found , Not Found ,Not Found
1438173,nm1281506,Irene Tyner, Not Found , Not Found ,Not Found
1438239,nm0953136,King Zany,Charles W. Dill,King Zany,Not Found
1438380,nm0561348,Jean Mauvais, Not Found , Not Found ,Not Found
1438381,nm0286523,Melissa Forney, Not Found , Not Found ,Not Found
1438396,nm0625517,Kelly Nelson, Not Found , Not Found ,Not Found
1438399,nm1131866,Dawn M. Baker, Not Found ,Gardiner Cleaves,Not Found
1438641,nm0762526,Claire Sanfilippo, Not Found , Not Found ,Not Found
1438659,nm0017594,Chris Alderton, Not Found , Not Found ,Not Found
1438691,nm1532408,Brett McManus, Not Found , Not Found ,Not Found
1438739,nm0843364,Henry Roberts Symonds, Not Found , Not Found ,Not Found
1438740,nm0497113,David Lee,David Cyril Aarons,Rita Leila Sklair,Not Found
1438743,nm0669253,Freda Pearson, Not Found , Not Found ,Not Found
1438865,nm0067107,Josef Behrmann,Josef Buchenwald Behrmann,Josef Behrmann,Not Found
1438887,nm0524509,Enrico Lucherini, Not Found , Not Found ,Not Found
1438903,nm1402034,Seth Engstrom, Not Found , Not Found ,Not Found
1438912,nm3833418,Tighe Sheldon, Not Found , Not Found ,Not Found
1438914,nm0930488,Dougg Williams, Not Found , Not Found ,Not Found
1438920,nm0364803,James Harris, Not Found , Not Found ,Not Found
1438928,nm2388346,Mary Bills, Not Found , Not Found ,Not Found
1438979,nm0675779,Ultimo Peruzzi, Not Found , Not Found ,Not Found
1439088,nm5126835,Richard Summers-Calvert, Not Found , Not Found ,Not Found
1439100,nm1144312,David Wallace Allen, Not Found , Not Found ,Not Found
1439111,nm0271752,Tom Fendley, Not Found , Not Found ,Not Found
1439426,nm1167872,Hayley Stuppel, Not Found , Not Found ,Not Found
1439496,nm0058801,David Bartlett, Not Found , Not Found ,Not Found
1439500,nm0292589,Jason Frazier, Not Found , Not Found ,Not Found
1439560,nm0645114,Kip Ohman,Christopher Hudson Ohman,Kip Ohman,Not Found
1439728,nm1558060,Bruce Bell, Not Found , Not Found ,Not Found
1439872,nm2043643,Corbin Mehl, Not Found , Not Found ,Not Found
1439884,nm0501540,Lee Lemont, Not Found , Not Found ,Not Found
1439914,nm1089910,Moussa Haddad, Not Found , Not Found ,Not Found
1439926,nm0391137,Harry Hollingsworth,Henry Harrison Hollingsworth,Nanette Crawford,/name/nm0186910?ref_=nmbio_sp_1
1439931,nm3372702,Ergun Kuyucu, Not Found , Not Found ,Not Found
1440015,nm0881831,Stephen Ure,Stephen David Ure,Stephen Ure,Not Found
1440287,nm0203300,Dore Davidson, Not Found , Not Found ,Not Found
1440288,nm0270688,John Feinblatt, Not Found , Not Found ,Not Found
1440302,nm0401871,Jody Hummer, Not Found , Not Found ,Not Found
1440401,nm1856964,Furio M. Monetti, Not Found , Not Found ,Not Found
1440403,nm1154811,Katalin Lippay, Not Found , Not Found ,Not Found
1440423,nm0841505,Nevin Swain, Not Found , Not Found ,Not Found
1440548,nm0098657,Bertus Botterman, Not Found , Not Found ,Not Found
1440621,nm0781863,Shmuel Segal, Not Found ,Nediva,Not Found
1440822,nm0801004,Gary L.G. Simpson, Not Found , Not Found ,Not Found
1440853,nm0654897,John Pospisil, Not Found , Not Found ,Not Found
1440885,nm0510159,Donald Likovich, Not Found ,Laura Rindner,/name/nm0727480?ref_=nmbio_sp_1
1440932,nm0527340,Milton Lustig, Not Found ,Anita,Not Found
1441037,nm0144312,Oleg Cassini,Oleg Cassini Loiewski,Marianne Nestor,Not Found
1441039,nm3497670,Vincenzo Maggio, Not Found , Not Found ,Not Found
1441040,nm0215704,Piero Del Papa,Pierluigi Del Papa,Piero Del Papa,Not Found
1441104,nm0756221,Luciano Sagoni, Not Found , Not Found ,Not Found
1441111,nm0786356,Maida Severn,May Harriett Shatt,Maida Severn,Not Found
1441163,nm0234918,Yvonne Doughty,Yvonne Jean Doughty,Lafayette Utter,Not Found
1441226,nm0713946,Craig Reardon, Not Found ,Nancy Nee,Not Found
1441276,nm0485737,Elizabeth Lang, Not Found , Not Found ,Not Found
1441320,nm1292438,Minnie Gordon, Not Found , Not Found ,Not Found
1441382,nm1414335,Alex Burdett, Not Found , Not Found ,Not Found
1441558,nm0368486,Jane Hassinger, Not Found , Not Found ,Not Found
1441804,nm4020062,Theo Demiris, Not Found , Not Found ,Not Found
1441806,nm0026617,Dennis Anderson,Dennis A. Anderson,Dennis Anderson,Not Found
1442097,nm0332012,Shannon Gottlieb, Not Found , Not Found ,Not Found
1442114,nm0048572,Jeri Baker, Not Found , Not Found ,Not Found
1442115,nm2520838,Loïc Chavanon, Not Found , Not Found ,Not Found
1442116,nm1891327,Till Sennhenn, Not Found , Not Found ,Not Found
1442117,nm0341401,Wylie Griffin, Not Found , Not Found ,Not Found
1442118,nm2703741,Sean Ryan Jennings, Not Found , Not Found ,Not Found
1442119,nm3309449,Alice Leconte, Not Found , Not Found ,Not Found
1442125,nm4178626,Justin O'Neal Miller, Not Found , Not Found ,Not Found
1442126,nm1571423,Dierk Grahlow, Not Found , Not Found ,Not Found
1442127,nm5252764,T.J. Rottenberg, Not Found , Not Found ,Not Found
1442128,nm2343314,Jonathan Burdeshaw, Not Found , Not Found ,Not Found
1442130,nm6813548,Christine Mahuna, Not Found , Not Found ,Not Found
1442132,nm0180203,Nane Cornelius, Not Found , Not Found ,Not Found
1442134,nm2171252,Christopher Downs, Not Found , Not Found ,Not Found
1442136,nm1704395,Mahmoud Rahnama, Not Found , Not Found ,Not Found
1442137,nm0770220,Gunther Schatz, Not Found , Not Found ,Not Found
1442139,nm1280534,Catherine Mullan, Not Found , Not Found ,Not Found
1442142,nm5108662,Andrew Edmondson, Not Found , Not Found ,Not Found
1442143,nm0305468,Walter Garcia, Not Found , Not Found ,Not Found
1442145,nm2200160,Tom Reagan, Not Found , Not Found ,Not Found
1442146,nm4498371,Matthew Silverman, Not Found , Not Found ,Not Found
1442147,nm3021556,Richard Thwaites, Not Found , Not Found ,Not Found
1442148,nm0212370,Adrian De Wet, Not Found , Not Found ,Not Found
1442150,nm0002716,Charles Gibson,Charles Bateman,Charles Gibson,Not Found
1442151,nm1327029,Jay Grunfeld, Not Found , Not Found ,Not Found
1442154,nm0562340,Björn Mayer, Not Found , Not Found ,Not Found
1442156,nm1629607,Patric Roos, Not Found , Not Found ,Not Found
1442159,nm1437456,David Seager, Not Found , Not Found ,Not Found
1442161,nm5636410,Seda Yilmaz, Not Found , Not Found ,Not Found
1442162,nm1786638,Mihaela Orzea, Not Found , Not Found ,Not Found
1442164,nm0405449,Ralf Haeger, Not Found , Not Found ,Not Found
1442170,nm0575386,Josh Medak, Not Found , Not Found ,Not Found
1442172,nm3645778,Kendra L. Patterson, Not Found , Not Found ,Not Found
1442173,nm1947698,Charles Heidet, Not Found , Not Found ,Not Found
1442174,nm2070536,Rick Lipton, Not Found , Not Found ,Not Found
1442175,nm1128927,Anna L. Coats, Not Found , Not Found ,Not Found
1442401,nm0329949,Mac Gordon, Not Found , Not Found ,Not Found
1442429,nm0806026,William Sloan,William Hope Sloan,William Sloan,Not Found
1442504,nm0664638,Nina Paskowitz, Not Found , Not Found ,Not Found
1442508,nm0094699,Robert Bonino, Not Found , Not Found ,Not Found
1442512,nm0409729,Joseph A. Ippolito, Not Found , Not Found ,Not Found
1442518,nm2279239,Timothy Eaton, Not Found , Not Found ,Not Found
1442535,nm0704409,Ray Quiroz, Not Found , Not Found ,Not Found
1442563,nm0681601,Chuck Picerni Jr.,Charles Philip Picerni,Chuck Picerni Jr.,Not Found
1442564,nm0010138,Joe Acord, Not Found , Not Found ,Not Found
1442566,nm0014753,Edward Aiona,Edward Aiona Jr,Bobbe,Not Found
1442567,nm0309176,Chuck Gaspar, Not Found , Not Found ,Not Found
1442746,nm0446668,Michael Kelly, Not Found , Not Found ,Not Found
1443032,nm0147303,Dorival Caymmi, Not Found ,Adelaide Tostes,Not Found
1443033,nm0819129,Kimberley Spiteri, Not Found , Not Found ,Not Found
1443053,nm0967873,Ketty Gonzalez, Not Found , Not Found ,Not Found
1443065,nm0615565,Michael Muscarella, Not Found , Not Found ,Not Found
1443067,nm0233843,Joe Dorn, Not Found , Not Found ,Not Found
1443211,nm0004210,Nicholas Korda, Not Found , Not Found ,Not Found
